"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Mon Dec 05 14:14:30 GMT 2022","Mon Dec 05 14:14:31 GMT 2022","376","","Casos de prueba sobre un artículo de Diario AS","","CP05. Carga de contenedor de tipo BTN en el articulo","","CP05. Carga de contenedor de tipo BTN en el articulo",""
"skipped","Mon Dec 05 14:14:30 GMT 2022","Mon Dec 05 14:14:30 GMT 2022","238","","Casos de prueba sobre un artículo de Diario AS","","CP04. Carga de contenedores de tipo MPU en el articulo","","CP04. Carga de contenedores de tipo MPU en el articulo",""
"skipped","Mon Dec 05 14:14:24 GMT 2022","Mon Dec 05 14:14:26 GMT 2022","1789","","Casos de prueba sobre la página principal de Diario AS","","CP01. Carga de contenedores SKY en caso de no tener SKIN en la portada","","CP01. Carga de contenedores SKY en caso de no tener SKIN en la portada",""
"skipped","Mon Dec 05 14:14:29 GMT 2022","Mon Dec 05 14:14:29 GMT 2022","282","","Casos de prueba sobre un artículo de Diario AS","","CP01. Carga de contenedores SKY en caso de no tener SKIN en el articulo","","CP01. Carga de contenedores SKY en caso de no tener SKIN en el articulo",""
"skipped","Mon Dec 05 14:14:27 GMT 2022","Mon Dec 05 14:14:27 GMT 2022","604","","Casos de prueba sobre la página principal de Diario AS","","CP04. Carga de contenedores de tipo MPU en la portada","","CP04. Carga de contenedores de tipo MPU en la portada",""
"skipped","Mon Dec 05 14:14:30 GMT 2022","Mon Dec 05 14:14:30 GMT 2022","273","","Casos de prueba sobre un artículo de Diario AS","","CP04. Carga de contenedores de tipo MPU en el articulo","","CP04. Carga de contenedores de tipo MPU en el articulo",""
"skipped","Mon Dec 05 14:14:29 GMT 2022","Mon Dec 05 14:14:29 GMT 2022","272","","Casos de prueba sobre un artículo de Diario AS","","CP02. Carga de contenedor de tipo STICKY en el articulo","","CP02. Carga de contenedor de tipo STICKY en el articulo",""
"skipped","Mon Dec 05 14:14:28 GMT 2022","Mon Dec 05 14:14:28 GMT 2022","783","","Casos de prueba sobre la página principal de Diario AS","","CP04. Carga de contenedores de tipo MPU en la portada","","CP04. Carga de contenedores de tipo MPU en la portada",""
"skipped","Mon Dec 05 14:14:26 GMT 2022","Mon Dec 05 14:14:27 GMT 2022","384","","Casos de prueba sobre la página principal de Diario AS","","CP03. Carga de contenedor LDB1 en caso de no tener SKIN en la portada","","CP03. Carga de contenedor LDB1 en caso de no tener SKIN en la portada",""
"skipped","Mon Dec 05 14:14:26 GMT 2022","Mon Dec 05 14:14:26 GMT 2022","405","","Casos de prueba sobre la página principal de Diario AS","","CP02. Carga de contenedor de tipo STICKY en la portada","","CP02. Carga de contenedor de tipo STICKY en la portada",""
"skipped","Mon Dec 05 14:14:29 GMT 2022","Mon Dec 05 14:14:30 GMT 2022","471","","Casos de prueba sobre un artículo de Diario AS","","CP04. Carga de contenedores de tipo MPU en el articulo","","CP04. Carga de contenedores de tipo MPU en el articulo",""
"skipped","Mon Dec 05 14:14:29 GMT 2022","Mon Dec 05 14:14:29 GMT 2022","276","","Casos de prueba sobre un artículo de Diario AS","","CP03. Carga de contenedor LDB1 en caso de no tener SKIN en el articulo","","CP03. Carga de contenedor LDB1 en caso de no tener SKIN en el articulo",""
"skipped","Mon Dec 05 14:14:31 GMT 2022","Mon Dec 05 14:14:31 GMT 2022","374","","Casos de prueba sobre un artículo de Diario AS","","CP06. Carga de contenedor de tipo INTEXT en el articulo","","CP06. Carga de contenedor de tipo INTEXT en el articulo",""
"skipped","Mon Dec 05 14:14:27 GMT 2022","Mon Dec 05 14:14:28 GMT 2022","278","","Casos de prueba sobre la página principal de Diario AS","","CP04. Carga de contenedores de tipo MPU en la portada","","CP04. Carga de contenedores de tipo MPU en la portada",""
